date_key,full_date,year,quarter,month,month_name,week_of_year,day_of_month,day_of_week,day_name,is_weekend
20260423,2026-04-23,2026,2,4,April,17,23,5,Thursday,False
20260424,2026-04-24,2026,2,4,April,17,24,6,Friday,False
20260425,2026-04-25,2026,2,4,April,17,25,7,Saturday,True
20260426,2026-04-26,2026,2,4,April,18,26,1,Sunday,True
20260427,2026-04-27,2026,2,4,April,18,27,2,Monday,False
20260428,2026-04-28,2026,2,4,April,18,28,3,Tuesday,False
20260429,2026-04-29,2026,2,4,April,18,29,4,Wednesday,False
20260430,2026-04-30,2026,2,4,April,18,30,5,Thursday,False
20260501,2026-05-01,2026,2,5,May,18,1,6,Friday,False
20260502,2026-05-02,2026,2,5,May,18,2,7,Saturday,True
20260503,2026-05-03,2026,2,5,May,19,3,1,Sunday,True
20260504,2026-05-04,2026,2,5,May,19,4,2,Monday,False
20260505,2026-05-05,2026,2,5,May,19,5,3,Tuesday,False
20260506,2026-05-06,2026,2,5,May,19,6,4,Wednesday,False
20260507,2026-05-07,2026,2,5,May,19,7,5,Thursday,False
20260508,2026-05-08,2026,2,5,May,19,8,6,Friday,False
20260509,2026-05-09,2026,2,5,May,19,9,7,Saturday,True
20260510,2026-05-10,2026,2,5,May,20,10,1,Sunday,True
20260511,2026-05-11,2026,2,5,May,20,11,2,Monday,False
20260512,2026-05-12,2026,2,5,May,20,12,3,Tuesday,False
20260513,2026-05-13,2026,2,5,May,20,13,4,Wednesday,False
20260514,2026-05-14,2026,2,5,May,20,14,5,Thursday,False
20260515,2026-05-15,2026,2,5,May,20,15,6,Friday,False
20260516,2026-05-16,2026,2,5,May,20,16,7,Saturday,True
20260517,2026-05-17,2026,2,5,May,21,17,1,Sunday,True
20260518,2026-05-18,2026,2,5,May,21,18,2,Monday,False
20260519,2026-05-19,2026,2,5,May,21,19,3,Tuesday,False
20260520,2026-05-20,2026,2,5,May,21,20,4,Wednesday,False
20260521,2026-05-21,2026,2,5,May,21,21,5,Thursday,False
20260522,2026-05-22,2026,2,5,May,21,22,6,Friday,False
20260523,2026-05-23,2026,2,5,May,21,23,7,Saturday,True
20260524,2026-05-24,2026,2,5,May,22,24,1,Sunday,True
20260525,2026-05-25,2026,2,5,May,22,25,2,Monday,False
20260526,2026-05-26,2026,2,5,May,22,26,3,Tuesday,False
20260527,2026-05-27,2026,2,5,May,22,27,4,Wednesday,False
20260528,2026-05-28,2026,2,5,May,22,28,5,Thursday,False
20260529,2026-05-29,2026,2,5,May,22,29,6,Friday,False
20260530,2026-05-30,2026,2,5,May,22,30,7,Saturday,True
20260531,2026-05-31,2026,2,5,May,23,31,1,Sunday,True
20260601,2026-06-01,2026,2,6,June,23,1,2,Monday,False
20260602,2026-06-02,2026,2,6,June,23,2,3,Tuesday,False
20260603,2026-06-03,2026,2,6,June,23,3,4,Wednesday,False
20260604,2026-06-04,2026,2,6,June,23,4,5,Thursday,False
20260605,2026-06-05,2026,2,6,June,23,5,6,Friday,False
20260606,2026-06-06,2026,2,6,June,23,6,7,Saturday,True
20260607,2026-06-07,2026,2,6,June,24,7,1,Sunday,True
20260608,2026-06-08,2026,2,6,June,24,8,2,Monday,False
20260609,2026-06-09,2026,2,6,June,24,9,3,Tuesday,False
20260610,2026-06-10,2026,2,6,June,24,10,4,Wednesday,False
20260611,2026-06-11,2026,2,6,June,24,11,5,Thursday,False
20260612,2026-06-12,2026,2,6,June,24,12,6,Friday,False
20260613,2026-06-13,2026,2,6,June,24,13,7,Saturday,True
20260614,2026-06-14,2026,2,6,June,25,14,1,Sunday,True
20260615,2026-06-15,2026,2,6,June,25,15,2,Monday,False
20260616,2026-06-16,2026,2,6,June,25,16,3,Tuesday,False
20260617,2026-06-17,2026,2,6,June,25,17,4,Wednesday,False
20260618,2026-06-18,2026,2,6,June,25,18,5,Thursday,False
20260619,2026-06-19,2026,2,6,June,25,19,6,Friday,False
20260620,2026-06-20,2026,2,6,June,25,20,7,Saturday,True
20260621,2026-06-21,2026,2,6,June,26,21,1,Sunday,True
20260622,2026-06-22,2026,2,6,June,26,22,2,Monday,False
20260623,2026-06-23,2026,2,6,June,26,23,3,Tuesday,False
20260624,2026-06-24,2026,2,6,June,26,24,4,Wednesday,False
20260625,2026-06-25,2026,2,6,June,26,25,5,Thursday,False
20260626,2026-06-26,2026,2,6,June,26,26,6,Friday,False
20260627,2026-06-27,2026,2,6,June,26,27,7,Saturday,True
20260628,2026-06-28,2026,2,6,June,27,28,1,Sunday,True
20260629,2026-06-29,2026,2,6,June,27,29,2,Monday,False
20260630,2026-06-30,2026,2,6,June,27,30,3,Tuesday,False
20260701,2026-07-01,2026,3,7,July,27,1,4,Wednesday,False
20260702,2026-07-02,2026,3,7,July,27,2,5,Thursday,False
20260703,2026-07-03,2026,3,7,July,27,3,6,Friday,False
20260704,2026-07-04,2026,3,7,July,27,4,7,Saturday,True
20260705,2026-07-05,2026,3,7,July,28,5,1,Sunday,True
20260706,2026-07-06,2026,3,7,July,28,6,2,Monday,False
20260707,2026-07-07,2026,3,7,July,28,7,3,Tuesday,False
20260708,2026-07-08,2026,3,7,July,28,8,4,Wednesday,False
20260709,2026-07-09,2026,3,7,July,28,9,5,Thursday,False
20260710,2026-07-10,2026,3,7,July,28,10,6,Friday,False
20260711,2026-07-11,2026,3,7,July,28,11,7,Saturday,True
20260712,2026-07-12,2026,3,7,July,29,12,1,Sunday,True
20260713,2026-07-13,2026,3,7,July,29,13,2,Monday,False
20260714,2026-07-14,2026,3,7,July,29,14,3,Tuesday,False
20260715,2026-07-15,2026,3,7,July,29,15,4,Wednesday,False
20260716,2026-07-16,2026,3,7,July,29,16,5,Thursday,False
20260717,2026-07-17,2026,3,7,July,29,17,6,Friday,False
20260718,2026-07-18,2026,3,7,July,29,18,7,Saturday,True
20260719,2026-07-19,2026,3,7,July,30,19,1,Sunday,True
20260720,2026-07-20,2026,3,7,July,30,20,2,Monday,False
20260721,2026-07-21,2026,3,7,July,30,21,3,Tuesday,False
20260722,2026-07-22,2026,3,7,July,30,22,4,Wednesday,False
20260723,2026-07-23,2026,3,7,July,30,23,5,Thursday,False
20260724,2026-07-24,2026,3,7,July,30,24,6,Friday,False
20260725,2026-07-25,2026,3,7,July,30,25,7,Saturday,True
20260726,2026-07-26,2026,3,7,July,31,26,1,Sunday,True
20260727,2026-07-27,2026,3,7,July,31,27,2,Monday,False
20260728,2026-07-28,2026,3,7,July,31,28,3,Tuesday,False
20260729,2026-07-29,2026,3,7,July,31,29,4,Wednesday,False
20260730,2026-07-30,2026,3,7,July,31,30,5,Thursday,False
20260731,2026-07-31,2026,3,7,July,31,31,6,Friday,False
20260801,2026-08-01,2026,3,8,August,31,1,7,Saturday,True
20260802,2026-08-02,2026,3,8,August,32,2,1,Sunday,True
20260803,2026-08-03,2026,3,8,August,32,3,2,Monday,False
20260804,2026-08-04,2026,3,8,August,32,4,3,Tuesday,False
20260805,2026-08-05,2026,3,8,August,32,5,4,Wednesday,False
20260806,2026-08-06,2026,3,8,August,32,6,5,Thursday,False
20260807,2026-08-07,2026,3,8,August,32,7,6,Friday,False
20260808,2026-08-08,2026,3,8,August,32,8,7,Saturday,True
20260809,2026-08-09,2026,3,8,August,33,9,1,Sunday,True
20260810,2026-08-10,2026,3,8,August,33,10,2,Monday,False
20260811,2026-08-11,2026,3,8,August,33,11,3,Tuesday,False
20260812,2026-08-12,2026,3,8,August,33,12,4,Wednesday,False
20260813,2026-08-13,2026,3,8,August,33,13,5,Thursday,False
20260814,2026-08-14,2026,3,8,August,33,14,6,Friday,False
20260815,2026-08-15,2026,3,8,August,33,15,7,Saturday,True
20260816,2026-08-16,2026,3,8,August,34,16,1,Sunday,True
20260817,2026-08-17,2026,3,8,August,34,17,2,Monday,False
20260818,2026-08-18,2026,3,8,August,34,18,3,Tuesday,False
20260819,2026-08-19,2026,3,8,August,34,19,4,Wednesday,False
20260820,2026-08-20,2026,3,8,August,34,20,5,Thursday,False
20260821,2026-08-21,2026,3,8,August,34,21,6,Friday,False
20260822,2026-08-22,2026,3,8,August,34,22,7,Saturday,True
20260823,2026-08-23,2026,3,8,August,35,23,1,Sunday,True
20260824,2026-08-24,2026,3,8,August,35,24,2,Monday,False
20260825,2026-08-25,2026,3,8,August,35,25,3,Tuesday,False
20260826,2026-08-26,2026,3,8,August,35,26,4,Wednesday,False
20260827,2026-08-27,2026,3,8,August,35,27,5,Thursday,False
20260828,2026-08-28,2026,3,8,August,35,28,6,Friday,False
20260829,2026-08-29,2026,3,8,August,35,29,7,Saturday,True
20260830,2026-08-30,2026,3,8,August,36,30,1,Sunday,True
20260831,2026-08-31,2026,3,8,August,36,31,2,Monday,False
20260901,2026-09-01,2026,3,9,September,36,1,3,Tuesday,False
20260902,2026-09-02,2026,3,9,September,36,2,4,Wednesday,False
20260903,2026-09-03,2026,3,9,September,36,3,5,Thursday,False
20260904,2026-09-04,2026,3,9,September,36,4,6,Friday,False
20260905,2026-09-05,2026,3,9,September,36,5,7,Saturday,True
20260906,2026-09-06,2026,3,9,September,37,6,1,Sunday,True
20260907,2026-09-07,2026,3,9,September,37,7,2,Monday,False
20260908,2026-09-08,2026,3,9,September,37,8,3,Tuesday,False
20260909,2026-09-09,2026,3,9,September,37,9,4,Wednesday,False
20260910,2026-09-10,2026,3,9,September,37,10,5,Thursday,False
20260911,2026-09-11,2026,3,9,September,37,11,6,Friday,False
20260912,2026-09-12,2026,3,9,September,37,12,7,Saturday,True
20260913,2026-09-13,2026,3,9,September,38,13,1,Sunday,True
20260914,2026-09-14,2026,3,9,September,38,14,2,Monday,False
20260915,2026-09-15,2026,3,9,September,38,15,3,Tuesday,False
20260916,2026-09-16,2026,3,9,September,38,16,4,Wednesday,False
20260917,2026-09-17,2026,3,9,September,38,17,5,Thursday,False
20260918,2026-09-18,2026,3,9,September,38,18,6,Friday,False
20260919,2026-09-19,2026,3,9,September,38,19,7,Saturday,True
20260920,2026-09-20,2026,3,9,September,39,20,1,Sunday,True
20260921,2026-09-21,2026,3,9,September,39,21,2,Monday,False
20260922,2026-09-22,2026,3,9,September,39,22,3,Tuesday,False
20260923,2026-09-23,2026,3,9,September,39,23,4,Wednesday,False
20260924,2026-09-24,2026,3,9,September,39,24,5,Thursday,False
20260925,2026-09-25,2026,3,9,September,39,25,6,Friday,False
20260926,2026-09-26,2026,3,9,September,39,26,7,Saturday,True
20260927,2026-09-27,2026,3,9,September,40,27,1,Sunday,True
20260928,2026-09-28,2026,3,9,September,40,28,2,Monday,False
20260929,2026-09-29,2026,3,9,September,40,29,3,Tuesday,False
20260930,2026-09-30,2026,3,9,September,40,30,4,Wednesday,False
20261001,2026-10-01,2026,4,10,October,40,1,5,Thursday,False
20261002,2026-10-02,2026,4,10,October,40,2,6,Friday,False
20261003,2026-10-03,2026,4,10,October,40,3,7,Saturday,True
20261004,2026-10-04,2026,4,10,October,41,4,1,Sunday,True
20261005,2026-10-05,2026,4,10,October,41,5,2,Monday,False
20261006,2026-10-06,2026,4,10,October,41,6,3,Tuesday,False
20261007,2026-10-07,2026,4,10,October,41,7,4,Wednesday,False
20261008,2026-10-08,2026,4,10,October,41,8,5,Thursday,False
20261009,2026-10-09,2026,4,10,October,41,9,6,Friday,False
20261010,2026-10-10,2026,4,10,October,41,10,7,Saturday,True
20261011,2026-10-11,2026,4,10,October,42,11,1,Sunday,True
20261012,2026-10-12,2026,4,10,October,42,12,2,Monday,False
20261013,2026-10-13,2026,4,10,October,42,13,3,Tuesday,False
20261014,2026-10-14,2026,4,10,October,42,14,4,Wednesday,False
20261015,2026-10-15,2026,4,10,October,42,15,5,Thursday,False
20261016,2026-10-16,2026,4,10,October,42,16,6,Friday,False
20261017,2026-10-17,2026,4,10,October,42,17,7,Saturday,True
20261018,2026-10-18,2026,4,10,October,43,18,1,Sunday,True
20261019,2026-10-19,2026,4,10,October,43,19,2,Monday,False
20261020,2026-10-20,2026,4,10,October,43,20,3,Tuesday,False
20261021,2026-10-21,2026,4,10,October,43,21,4,Wednesday,False
20261022,2026-10-22,2026,4,10,October,43,22,5,Thursday,False
20261023,2026-10-23,2026,4,10,October,43,23,6,Friday,False
20261024,2026-10-24,2026,4,10,October,43,24,7,Saturday,True
20261025,2026-10-25,2026,4,10,October,44,25,1,Sunday,True
20261026,2026-10-26,2026,4,10,October,44,26,2,Monday,False
20261027,2026-10-27,2026,4,10,October,44,27,3,Tuesday,False
20261028,2026-10-28,2026,4,10,October,44,28,4,Wednesday,False
20261029,2026-10-29,2026,4,10,October,44,29,5,Thursday,False
20261030,2026-10-30,2026,4,10,October,44,30,6,Friday,False
20261031,2026-10-31,2026,4,10,October,44,31,7,Saturday,True
20261101,2026-11-01,2026,4,11,November,45,1,1,Sunday,True
20261102,2026-11-02,2026,4,11,November,45,2,2,Monday,False
20261103,2026-11-03,2026,4,11,November,45,3,3,Tuesday,False
20261104,2026-11-04,2026,4,11,November,45,4,4,Wednesday,False
20261105,2026-11-05,2026,4,11,November,45,5,5,Thursday,False
20261106,2026-11-06,2026,4,11,November,45,6,6,Friday,False
20261107,2026-11-07,2026,4,11,November,45,7,7,Saturday,True
20261108,2026-11-08,2026,4,11,November,46,8,1,Sunday,True
20261109,2026-11-09,2026,4,11,November,46,9,2,Monday,False
20261110,2026-11-10,2026,4,11,November,46,10,3,Tuesday,False
20261111,2026-11-11,2026,4,11,November,46,11,4,Wednesday,False
20261112,2026-11-12,2026,4,11,November,46,12,5,Thursday,False
20261113,2026-11-13,2026,4,11,November,46,13,6,Friday,False
20261114,2026-11-14,2026,4,11,November,46,14,7,Saturday,True
20261115,2026-11-15,2026,4,11,November,47,15,1,Sunday,True
20261116,2026-11-16,2026,4,11,November,47,16,2,Monday,False
20261117,2026-11-17,2026,4,11,November,47,17,3,Tuesday,False
20261118,2026-11-18,2026,4,11,November,47,18,4,Wednesday,False
20261119,2026-11-19,2026,4,11,November,47,19,5,Thursday,False
20261120,2026-11-20,2026,4,11,November,47,20,6,Friday,False
20261121,2026-11-21,2026,4,11,November,47,21,7,Saturday,True
20261122,2026-11-22,2026,4,11,November,48,22,1,Sunday,True
20261123,2026-11-23,2026,4,11,November,48,23,2,Monday,False
20261124,2026-11-24,2026,4,11,November,48,24,3,Tuesday,False
20261125,2026-11-25,2026,4,11,November,48,25,4,Wednesday,False
20261126,2026-11-26,2026,4,11,November,48,26,5,Thursday,False
20261127,2026-11-27,2026,4,11,November,48,27,6,Friday,False
20261128,2026-11-28,2026,4,11,November,48,28,7,Saturday,True
20261129,2026-11-29,2026,4,11,November,49,29,1,Sunday,True
20261130,2026-11-30,2026,4,11,November,49,30,2,Monday,False
20261201,2026-12-01,2026,4,12,December,49,1,3,Tuesday,False
20261202,2026-12-02,2026,4,12,December,49,2,4,Wednesday,False
20261203,2026-12-03,2026,4,12,December,49,3,5,Thursday,False
20261204,2026-12-04,2026,4,12,December,49,4,6,Friday,False
20261205,2026-12-05,2026,4,12,December,49,5,7,Saturday,True
20261206,2026-12-06,2026,4,12,December,50,6,1,Sunday,True
20261207,2026-12-07,2026,4,12,December,50,7,2,Monday,False
20261208,2026-12-08,2026,4,12,December,50,8,3,Tuesday,False
20261209,2026-12-09,2026,4,12,December,50,9,4,Wednesday,False
20261210,2026-12-10,2026,4,12,December,50,10,5,Thursday,False
20261211,2026-12-11,2026,4,12,December,50,11,6,Friday,False
20261212,2026-12-12,2026,4,12,December,50,12,7,Saturday,True
20261213,2026-12-13,2026,4,12,December,51,13,1,Sunday,True
20261214,2026-12-14,2026,4,12,December,51,14,2,Monday,False
20261215,2026-12-15,2026,4,12,December,51,15,3,Tuesday,False
20261216,2026-12-16,2026,4,12,December,51,16,4,Wednesday,False
20261217,2026-12-17,2026,4,12,December,51,17,5,Thursday,False
20261218,2026-12-18,2026,4,12,December,51,18,6,Friday,False
20261219,2026-12-19,2026,4,12,December,51,19,7,Saturday,True
20261220,2026-12-20,2026,4,12,December,52,20,1,Sunday,True
20261221,2026-12-21,2026,4,12,December,52,21,2,Monday,False
20261222,2026-12-22,2026,4,12,December,52,22,3,Tuesday,False
20261223,2026-12-23,2026,4,12,December,52,23,4,Wednesday,False
20261224,2026-12-24,2026,4,12,December,52,24,5,Thursday,False
20261225,2026-12-25,2026,4,12,December,52,25,6,Friday,False
20261226,2026-12-26,2026,4,12,December,52,26,7,Saturday,True
20261227,2026-12-27,2026,4,12,December,53,27,1,Sunday,True
20261228,2026-12-28,2026,4,12,December,53,28,2,Monday,False
20261229,2026-12-29,2026,4,12,December,53,29,3,Tuesday,False
20261230,2026-12-30,2026,4,12,December,53,30,4,Wednesday,False
20261231,2026-12-31,2026,4,12,December,53,31,5,Thursday,False
20270101,2027-01-01,2027,1,1,January,1,1,6,Friday,False
20270102,2027-01-02,2027,1,1,January,1,2,7,Saturday,True
20270103,2027-01-03,2027,1,1,January,2,3,1,Sunday,True
20270104,2027-01-04,2027,1,1,January,2,4,2,Monday,False
20270105,2027-01-05,2027,1,1,January,2,5,3,Tuesday,False
20270106,2027-01-06,2027,1,1,January,2,6,4,Wednesday,False
20270107,2027-01-07,2027,1,1,January,2,7,5,Thursday,False
20270108,2027-01-08,2027,1,1,January,2,8,6,Friday,False
20270109,2027-01-09,2027,1,1,January,2,9,7,Saturday,True
20270110,2027-01-10,2027,1,1,January,3,10,1,Sunday,True
20270111,2027-01-11,2027,1,1,January,3,11,2,Monday,False
20270112,2027-01-12,2027,1,1,January,3,12,3,Tuesday,False
20270113,2027-01-13,2027,1,1,January,3,13,4,Wednesday,False
20270114,2027-01-14,2027,1,1,January,3,14,5,Thursday,False
20270115,2027-01-15,2027,1,1,January,3,15,6,Friday,False
20270116,2027-01-16,2027,1,1,January,3,16,7,Saturday,True
20270117,2027-01-17,2027,1,1,January,4,17,1,Sunday,True
20270118,2027-01-18,2027,1,1,January,4,18,2,Monday,False
20270119,2027-01-19,2027,1,1,January,4,19,3,Tuesday,False
20270120,2027-01-20,2027,1,1,January,4,20,4,Wednesday,False
20270121,2027-01-21,2027,1,1,January,4,21,5,Thursday,False
20270122,2027-01-22,2027,1,1,January,4,22,6,Friday,False
20270123,2027-01-23,2027,1,1,January,4,23,7,Saturday,True
20270124,2027-01-24,2027,1,1,January,5,24,1,Sunday,True
20270125,2027-01-25,2027,1,1,January,5,25,2,Monday,False
20270126,2027-01-26,2027,1,1,January,5,26,3,Tuesday,False
20270127,2027-01-27,2027,1,1,January,5,27,4,Wednesday,False
20270128,2027-01-28,2027,1,1,January,5,28,5,Thursday,False
20270129,2027-01-29,2027,1,1,January,5,29,6,Friday,False
20270130,2027-01-30,2027,1,1,January,5,30,7,Saturday,True
20270131,2027-01-31,2027,1,1,January,6,31,1,Sunday,True
20270201,2027-02-01,2027,1,2,February,6,1,2,Monday,False
20270202,2027-02-02,2027,1,2,February,6,2,3,Tuesday,False
20270203,2027-02-03,2027,1,2,February,6,3,4,Wednesday,False
20270204,2027-02-04,2027,1,2,February,6,4,5,Thursday,False
20270205,2027-02-05,2027,1,2,February,6,5,6,Friday,False
20270206,2027-02-06,2027,1,2,February,6,6,7,Saturday,True
20270207,2027-02-07,2027,1,2,February,7,7,1,Sunday,True
20270208,2027-02-08,2027,1,2,February,7,8,2,Monday,False
20270209,2027-02-09,2027,1,2,February,7,9,3,Tuesday,False
20270210,2027-02-10,2027,1,2,February,7,10,4,Wednesday,False
20270211,2027-02-11,2027,1,2,February,7,11,5,Thursday,False
20270212,2027-02-12,2027,1,2,February,7,12,6,Friday,False
20270213,2027-02-13,2027,1,2,February,7,13,7,Saturday,True
20270214,2027-02-14,2027,1,2,February,8,14,1,Sunday,True
20270215,2027-02-15,2027,1,2,February,8,15,2,Monday,False
20270216,2027-02-16,2027,1,2,February,8,16,3,Tuesday,False
20270217,2027-02-17,2027,1,2,February,8,17,4,Wednesday,False
20270218,2027-02-18,2027,1,2,February,8,18,5,Thursday,False
20270219,2027-02-19,2027,1,2,February,8,19,6,Friday,False
20270220,2027-02-20,2027,1,2,February,8,20,7,Saturday,True
20270221,2027-02-21,2027,1,2,February,9,21,1,Sunday,True
20270222,2027-02-22,2027,1,2,February,9,22,2,Monday,False
20270223,2027-02-23,2027,1,2,February,9,23,3,Tuesday,False
20270224,2027-02-24,2027,1,2,February,9,24,4,Wednesday,False
20270225,2027-02-25,2027,1,2,February,9,25,5,Thursday,False
20270226,2027-02-26,2027,1,2,February,9,26,6,Friday,False
20270227,2027-02-27,2027,1,2,February,9,27,7,Saturday,True
20270228,2027-02-28,2027,1,2,February,10,28,1,Sunday,True
20270301,2027-03-01,2027,1,3,March,10,1,2,Monday,False
20270302,2027-03-02,2027,1,3,March,10,2,3,Tuesday,False
20270303,2027-03-03,2027,1,3,March,10,3,4,Wednesday,False
20270304,2027-03-04,2027,1,3,March,10,4,5,Thursday,False
20270305,2027-03-05,2027,1,3,March,10,5,6,Friday,False
20270306,2027-03-06,2027,1,3,March,10,6,7,Saturday,True
20270307,2027-03-07,2027,1,3,March,11,7,1,Sunday,True
20270308,2027-03-08,2027,1,3,March,11,8,2,Monday,False
20270309,2027-03-09,2027,1,3,March,11,9,3,Tuesday,False
20270310,2027-03-10,2027,1,3,March,11,10,4,Wednesday,False
20270311,2027-03-11,2027,1,3,March,11,11,5,Thursday,False
20270312,2027-03-12,2027,1,3,March,11,12,6,Friday,False
20270313,2027-03-13,2027,1,3,March,11,13,7,Saturday,True
20270314,2027-03-14,2027,1,3,March,12,14,1,Sunday,True
20270315,2027-03-15,2027,1,3,March,12,15,2,Monday,False
20270316,2027-03-16,2027,1,3,March,12,16,3,Tuesday,False
20270317,2027-03-17,2027,1,3,March,12,17,4,Wednesday,False
20270318,2027-03-18,2027,1,3,March,12,18,5,Thursday,False
20270319,2027-03-19,2027,1,3,March,12,19,6,Friday,False
20270320,2027-03-20,2027,1,3,March,12,20,7,Saturday,True
20270321,2027-03-21,2027,1,3,March,13,21,1,Sunday,True
20270322,2027-03-22,2027,1,3,March,13,22,2,Monday,False
20270323,2027-03-23,2027,1,3,March,13,23,3,Tuesday,False
20270324,2027-03-24,2027,1,3,March,13,24,4,Wednesday,False
20270325,2027-03-25,2027,1,3,March,13,25,5,Thursday,False
20270326,2027-03-26,2027,1,3,March,13,26,6,Friday,False
20270327,2027-03-27,2027,1,3,March,13,27,7,Saturday,True
20270328,2027-03-28,2027,1,3,March,14,28,1,Sunday,True
20270329,2027-03-29,2027,1,3,March,14,29,2,Monday,False
20270330,2027-03-30,2027,1,3,March,14,30,3,Tuesday,False
20270331,2027-03-31,2027,1,3,March,14,31,4,Wednesday,False
20270401,2027-04-01,2027,2,4,April,14,1,5,Thursday,False
20270402,2027-04-02,2027,2,4,April,14,2,6,Friday,False
20270403,2027-04-03,2027,2,4,April,14,3,7,Saturday,True
20270404,2027-04-04,2027,2,4,April,15,4,1,Sunday,True
20270405,2027-04-05,2027,2,4,April,15,5,2,Monday,False
20270406,2027-04-06,2027,2,4,April,15,6,3,Tuesday,False
20270407,2027-04-07,2027,2,4,April,15,7,4,Wednesday,False
20270408,2027-04-08,2027,2,4,April,15,8,5,Thursday,False
20270409,2027-04-09,2027,2,4,April,15,9,6,Friday,False
20270410,2027-04-10,2027,2,4,April,15,10,7,Saturday,True
20270411,2027-04-11,2027,2,4,April,16,11,1,Sunday,True
20270412,2027-04-12,2027,2,4,April,16,12,2,Monday,False
20270413,2027-04-13,2027,2,4,April,16,13,3,Tuesday,False
20270414,2027-04-14,2027,2,4,April,16,14,4,Wednesday,False
20270415,2027-04-15,2027,2,4,April,16,15,5,Thursday,False
20270416,2027-04-16,2027,2,4,April,16,16,6,Friday,False
20270417,2027-04-17,2027,2,4,April,16,17,7,Saturday,True
20270418,2027-04-18,2027,2,4,April,17,18,1,Sunday,True
20270419,2027-04-19,2027,2,4,April,17,19,2,Monday,False
20270420,2027-04-20,2027,2,4,April,17,20,3,Tuesday,False
20270421,2027-04-21,2027,2,4,April,17,21,4,Wednesday,False
20270422,2027-04-22,2027,2,4,April,17,22,5,Thursday,False
20270423,2027-04-23,2027,2,4,April,17,23,6,Friday,False
20270424,2027-04-24,2027,2,4,April,17,24,7,Saturday,True
20270425,2027-04-25,2027,2,4,April,18,25,1,Sunday,True
20270426,2027-04-26,2027,2,4,April,18,26,2,Monday,False
20270427,2027-04-27,2027,2,4,April,18,27,3,Tuesday,False
20270428,2027-04-28,2027,2,4,April,18,28,4,Wednesday,False
20270429,2027-04-29,2027,2,4,April,18,29,5,Thursday,False
20270430,2027-04-30,2027,2,4,April,18,30,6,Friday,False
20270501,2027-05-01,2027,2,5,May,18,1,7,Saturday,True
20270502,2027-05-02,2027,2,5,May,19,2,1,Sunday,True
20270503,2027-05-03,2027,2,5,May,19,3,2,Monday,False
20270504,2027-05-04,2027,2,5,May,19,4,3,Tuesday,False
20270505,2027-05-05,2027,2,5,May,19,5,4,Wednesday,False
20270506,2027-05-06,2027,2,5,May,19,6,5,Thursday,False
20270507,2027-05-07,2027,2,5,May,19,7,6,Friday,False
20270508,2027-05-08,2027,2,5,May,19,8,7,Saturday,True
20270509,2027-05-09,2027,2,5,May,20,9,1,Sunday,True
20270510,2027-05-10,2027,2,5,May,20,10,2,Monday,False
20270511,2027-05-11,2027,2,5,May,20,11,3,Tuesday,False
20270512,2027-05-12,2027,2,5,May,20,12,4,Wednesday,False
20270513,2027-05-13,2027,2,5,May,20,13,5,Thursday,False
20270514,2027-05-14,2027,2,5,May,20,14,6,Friday,False
20270515,2027-05-15,2027,2,5,May,20,15,7,Saturday,True
20270516,2027-05-16,2027,2,5,May,21,16,1,Sunday,True
20270517,2027-05-17,2027,2,5,May,21,17,2,Monday,False
20270518,2027-05-18,2027,2,5,May,21,18,3,Tuesday,False
20270519,2027-05-19,2027,2,5,May,21,19,4,Wednesday,False
20270520,2027-05-20,2027,2,5,May,21,20,5,Thursday,False
20270521,2027-05-21,2027,2,5,May,21,21,6,Friday,False
20270522,2027-05-22,2027,2,5,May,21,22,7,Saturday,True
20270523,2027-05-23,2027,2,5,May,22,23,1,Sunday,True
20270524,2027-05-24,2027,2,5,May,22,24,2,Monday,False
20270525,2027-05-25,2027,2,5,May,22,25,3,Tuesday,False
20270526,2027-05-26,2027,2,5,May,22,26,4,Wednesday,False
20270527,2027-05-27,2027,2,5,May,22,27,5,Thursday,False
20270528,2027-05-28,2027,2,5,May,22,28,6,Friday,False
20270529,2027-05-29,2027,2,5,May,22,29,7,Saturday,True
20270530,2027-05-30,2027,2,5,May,23,30,1,Sunday,True
20270531,2027-05-31,2027,2,5,May,23,31,2,Monday,False
20270601,2027-06-01,2027,2,6,June,23,1,3,Tuesday,False
20270602,2027-06-02,2027,2,6,June,23,2,4,Wednesday,False
20270603,2027-06-03,2027,2,6,June,23,3,5,Thursday,False
20270604,2027-06-04,2027,2,6,June,23,4,6,Friday,False
20270605,2027-06-05,2027,2,6,June,23,5,7,Saturday,True
20270606,2027-06-06,2027,2,6,June,24,6,1,Sunday,True
20270607,2027-06-07,2027,2,6,June,24,7,2,Monday,False
20270608,2027-06-08,2027,2,6,June,24,8,3,Tuesday,False
20270609,2027-06-09,2027,2,6,June,24,9,4,Wednesday,False
20270610,2027-06-10,2027,2,6,June,24,10,5,Thursday,False
20270611,2027-06-11,2027,2,6,June,24,11,6,Friday,False
20270612,2027-06-12,2027,2,6,June,24,12,7,Saturday,True
20270613,2027-06-13,2027,2,6,June,25,13,1,Sunday,True
20270614,2027-06-14,2027,2,6,June,25,14,2,Monday,False
20270615,2027-06-15,2027,2,6,June,25,15,3,Tuesday,False
20270616,2027-06-16,2027,2,6,June,25,16,4,Wednesday,False
20270617,2027-06-17,2027,2,6,June,25,17,5,Thursday,False
20270618,2027-06-18,2027,2,6,June,25,18,6,Friday,False
